OBJECTID,GEOID,NAME,C16001_001E,C16001_002E,C16001_003E,C16001_004E,C16001_005E,C16001_006E,C16001_007E,C16001_008E,C16001_009E,C16001_010E,C16001_011E,C16001_012E,C16001_013E,C16001_014E,C16001_015E,C16001_016E,C16001_017E,C16001_018E,C16001_019E,C16001_020E,C16001_021E,C16001_022E,C16001_023E,C16001_024E,C16001_025E,C16001_026E,C16001_027E,C16001_028E,C16001_029E,C16001_030E,C16001_031E,C16001_032E,C16001_033E,C16001_034E,C16001_035E,C16001_036E,C16001_037E,C16001_038E,ACS_VINTAGE,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,TRACT_LABEL
440,53033032006,"Census Tract 320.06, King County, Washington",5144,4886,98,75,23,0,0,0,13,13,0,70,58,12,16,16,0,10,10,0,0,0,0,0,0,0,41,22,19,10,0,10,0,0,0,0,0,0,5Y20,King County Balance,,,,,320.06
441,53033032007,"Census Tract 320.07, King County, Washington",3308,3177,8,8,0,23,12,11,5,5,0,36,15,21,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,33,19,14,8,8,0,10,0,10,5Y20,King County Balance,,,,,320.07
442,53033032008,"Census Tract 320.08, King County, Washington",4458,4292,61,61,0,8,8,0,18,18,0,0,0,0,33,16,17,0,0,0,0,0,0,0,0,0,0,0,0,30,25,5,16,16,0,0,0,0,5Y20,King County Balance,,,,,320.08
443,53033032010,"Census Tract 320.10, King County, Washington",5943,5197,110,109,1,86,63,23,34,17,17,78,78,0,34,34,0,0,0,0,83,50,33,0,0,0,195,138,57,83,66,17,43,43,0,0,0,0,5Y20,King County Balance,,,,,320.1
444,53033032011,"Census Tract 320.11, King County, Washington",4009,3423,117,117,0,0,0,0,28,28,0,58,42,16,20,13,7,34,34,0,152,89,63,59,8,51,23,23,0,95,70,25,0,0,0,0,0,0,5Y20,King County Balance,,,,,320.11
445,53033032102,"Census Tract 321.02, King County, Washington",4912,4613,29,18,11,27,16,11,13,13,0,45,35,10,13,13,0,0,0,0,85,30,55,0,0,0,36,36,0,51,9,42,0,0,0,0,0,0,5Y20,King County Balance,,,,,321.02
446,53033032103,"Census Tract 321.03, King County, Washington",4993,3708,756,449,307,0,0,0,21,0,21,0,0,0,364,271,93,0,0,0,0,0,0,0,0,0,16,16,0,87,51,36,41,0,41,0,0,0,5Y20,King County Balance,,,,,321.03
447,53033032104,"Census Tract 321.04, King County, Washington",6051,4665,723,470,253,0,0,0,0,0,0,222,128,94,39,20,19,0,0,0,151,86,65,32,32,0,32,32,0,51,47,4,6,0,6,130,0,130,5Y20,King County Balance,,,,,321.04
448,53033032207,"Census Tract 322.07, King County, Washington",3718,2857,24,14,10,7,7,0,19,19,0,31,31,0,100,81,19,65,65,0,257,87,170,0,0,0,0,0,0,296,277,19,0,0,0,62,62,0,5Y20,King County Balance,,,,,322.07
449,53033032211,"Census Tract 322.11, King County, Washington",4417,2948,248,221,27,0,0,0,28,28,0,75,64,11,329,299,30,45,0,45,501,387,114,0,0,0,0,0,0,176,83,93,0,0,0,67,67,0,5Y20,King County Balance,,,,,322.11
450,53033032213,"Census Tract 322.13, King County, Washington",4414,3568,26,18,8,11,11,0,14,14,0,11,11,0,175,169,6,70,45,25,403,243,160,36,0,36,0,0,0,100,97,3,0,0,0,0,0,0,5Y20,King County Balance,,,,,322.13
451,53033032215,"Census Tract 322.15, King County, Washington",5225,2956,15,15,0,8,0,8,28,14,14,88,71,17,507,454,53,111,103,8,767,333,434,0,0,0,0,0,0,318,259,59,93,82,11,334,334,0,5Y20,King County Balance,,,,,322.15
452,53033032216,"Census Tract 322.16, King County, Washington",4687,2259,67,67,0,114,99,15,35,35,0,102,76,26,521,521,0,214,187,27,305,90,215,0,0,0,28,28,0,1000,610,390,17,5,12,25,25,0,5Y20,King County Balance,,,,,322.16
453,53033032217,"Census Tract 322.17, King County, Washington",3898,2928,72,72,0,21,21,0,0,0,0,18,9,9,183,160,23,190,96,94,197,106,91,3,0,3,0,0,0,286,262,24,0,0,0,0,0,0,5Y20,King County Balance,,,,,322.17
454,53033032218,"Census Tract 322.18, King County, Washington",5828,4266,95,95,0,0,0,0,57,32,25,15,15,0,222,222,0,0,0,0,672,376,296,0,0,0,48,34,14,375,375,0,0,0,0,78,78,0,5Y20,King County Balance,,,,,322.18
455,53033032219,"Census Tract 322.19, King County, Washington",4315,2871,284,223,61,0,0,0,42,42,0,299,251,48,177,177,0,16,16,0,295,166,129,0,0,0,0,0,0,226,196,30,0,0,0,105,105,0,5Y20,King County Balance,,,,,322.19
456,53033032220,"Census Tract 322.20, King County, Washington",8459,4654,526,346,180,11,11,0,0,0,0,372,269,103,445,435,10,191,77,114,495,350,145,0,0,0,46,23,23,1357,1334,23,0,0,0,362,203,159,5Y20,King County Balance,,,,,322.2
457,53033032221,"Census Tract 322.21, King County, Washington",6219,4342,201,197,4,344,319,25,20,20,0,0,0,0,434,416,18,0,0,0,494,209,285,0,0,0,0,0,0,384,384,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,322.21
458,53033032222,"Census Tract 322.22, King County, Washington",3663,2697,112,59,53,0,0,0,20,20,0,0,0,0,147,147,0,42,42,0,349,217,132,0,0,0,0,0,0,296,178,118,0,0,0,0,0,0,5Y20,King County Balance,,,,,322.22
459,53033032223,"Census Tract 322.23, King County, Washington",3636,2478,0,0,0,0,0,0,71,71,0,56,56,0,333,309,24,38,19,19,221,82,139,20,20,0,0,0,0,311,208,103,108,77,31,0,0,0,5Y20,King County Balance,,,,,322.23
460,53033032224,"Census Tract 322.24, King County, Washington",2477,1153,46,46,0,122,110,12,0,0,0,40,25,15,580,568,12,0,0,0,365,178,187,21,0,21,0,0,0,150,150,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,322.24
461,53033032225,"Census Tract 322.25, King County, Washington",3290,1698,70,22,48,40,32,8,47,47,0,40,33,7,481,434,47,0,0,0,684,389,295,74,39,35,0,0,0,156,156,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,322.25
462,53033032307,"Census Tract 323.07, King County, Washington",5573,5135,13,13,0,37,37,0,41,41,0,24,24,0,91,83,8,15,15,0,83,42,41,0,0,0,0,0,0,78,68,10,0,0,0,56,56,0,5Y20,King County Balance,,,,,323.07
463,53033032311,"Census Tract 323.11, King County, Washington",5741,4793,385,123,262,49,49,0,17,0,17,15,15,0,56,0,56,0,0,0,304,162,142,0,0,0,122,93,29,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,323.11
464,53033032313,"Census Tract 323.13, King County, Washington",5929,2594,308,263,45,32,32,0,0,0,0,117,90,27,704,581,123,72,72,0,407,262,145,17,17,0,0,0,0,1590,1225,365,88,47,41,0,0,0,5Y20,King County Balance,,,,,323.13
465,53033032315,"Census Tract 323.15, King County, Washington",5208,4274,73,45,28,39,39,0,90,90,0,81,51,30,128,102,26,20,20,0,73,45,28,0,0,0,69,69,0,161,137,24,0,0,0,200,200,0,5Y20,King County Balance,,,,,323.15
466,53033032316,"Census Tract 323.16, King County, Washington",5133,3391,156,105,51,24,16,8,17,17,0,86,86,0,337,240,97,0,0,0,569,312,257,51,18,33,63,63,0,392,339,53,39,24,15,8,8,0,5Y20,King County Balance,,,,,323.16
467,53033032317,"Census Tract 323.17, King County, Washington",6125,4315,116,82,34,41,41,0,146,118,28,183,171,12,231,231,0,0,0,0,652,299,353,0,0,0,0,0,0,284,190,94,49,49,0,108,23,85,5Y20,King County Balance,,,,,323.17
468,53033032318,"Census Tract 323.18, King County, Washington",6573,3886,225,206,19,0,0,0,7,7,0,92,68,24,846,717,129,44,8,36,591,304,287,43,23,20,30,0,30,480,451,29,329,329,0,0,0,0,5Y20,King County Balance,,,,,323.18
469,53033032319,"Census Tract 323.19, King County, Washington",6106,4878,177,141,36,68,68,0,42,34,8,376,267,109,312,293,19,0,0,0,48,48,0,0,0,0,140,139,1,65,65,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,323.19
470,53033032320,"Census Tract 323.20, King County, Washington",4714,4097,214,196,18,13,13,0,0,0,0,64,54,10,20,20,0,0,0,0,151,0,151,0,0,0,8,0,8,126,76,50,0,0,0,21,21,0,5Y20,King County Balance,,,,,323.2
471,53033032321,"Census Tract 323.21, King County, Washington",6807,4031,168,109,59,62,62,0,23,23,0,161,147,14,460,446,14,25,17,8,882,609,273,82,57,25,0,0,0,698,617,81,215,102,113,0,0,0,5Y20,King County Balance,,,,,323.21
472,53033032322,"Census Tract 323.22, King County, Washington",2986,2181,65,65,0,34,34,0,38,38,0,43,43,0,116,107,9,0,0,0,209,170,39,0,0,0,5,5,0,158,132,26,106,106,0,31,16,15,5Y20,King County Balance,,,,,323.22
473,53033032323,"Census Tract 323.23, King County, Washington",5796,4026,454,301,153,18,18,0,84,84,0,51,26,25,468,424,44,0,0,0,216,196,20,27,0,27,41,41,0,319,235,84,59,48,11,33,33,0,5Y20,King County Balance,,,,,323.23
474,53033032324,"Census Tract 323.24, King County, Washington",6165,3728,135,83,52,0,0,0,37,37,0,400,167,233,875,661,214,72,51,21,389,120,269,17,17,0,0,0,0,432,388,44,0,0,0,80,80,0,5Y20,King County Balance,,,,,323.24
475,53033032325,"Census Tract 323.25, King County, Washington",5528,3261,243,194,49,20,20,0,24,24,0,115,99,16,568,462,106,0,0,0,513,273,240,9,9,0,2,2,0,356,267,89,271,148,123,146,146,0,5Y20,King County Balance,,,,,323.25
476,53033032326,"Census Tract 323.26, King County, Washington",3731,2924,476,204,272,14,14,0,29,29,0,10,10,0,152,115,37,0,0,0,80,30,50,0,0,0,0,0,0,46,46,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,323.26
477,53033032327,"Census Tract 323.27, King County, Washington",4424,3658,216,166,50,22,22,0,26,26,0,43,43,0,231,197,34,15,0,15,80,36,44,0,0,0,8,8,0,110,85,25,0,0,0,15,15,0,5Y20,King County Balance,,,,,323.27
478,53033032328,"Census Tract 323.28, King County, Washington",3048,2433,57,44,13,0,0,0,68,54,14,59,59,0,185,164,21,0,0,0,119,52,67,0,0,0,0,0,0,32,17,15,17,17,0,78,33,45,5Y20,King County Balance,,,,,323.28
479,53033032330,"Census Tract 323.30, King County, Washington",4282,2319,121,121,0,4,0,4,11,11,0,119,94,25,567,460,107,234,64,170,544,256,288,0,0,0,13,13,0,330,242,88,0,0,0,20,20,0,5Y20,King County Balance,,,,,323.3
480,53033032331,"Census Tract 323.31, King County, Washington",4238,2200,192,192,0,0,0,0,0,0,0,109,24,85,421,396,25,87,31,56,354,152,202,11,11,0,0,0,0,701,625,76,83,30,53,80,56,24,5Y20,King County Balance,,,,,323.31
481,53033032332,"Census Tract 323.32, King County, Washington",5820,2964,0,0,0,0,0,0,73,73,0,138,31,107,1505,1392,113,100,49,51,249,138,111,0,0,0,0,0,0,471,389,82,320,40,280,0,0,0,5Y20,King County Balance,,,,,323.32
482,53033032333,"Census Tract 323.33, King County, Washington",2953,1492,112,84,28,0,0,0,0,0,0,0,0,0,402,380,22,70,48,22,169,71,98,0,0,0,0,0,0,650,642,8,0,0,0,58,43,15,5Y20,King County Balance,,,,,323.33
483,53033032401,"Census Tract 324.01, King County, Washington",5686,5116,48,17,31,81,81,0,88,88,0,126,126,0,86,86,0,1,0,1,19,16,3,18,0,18,0,0,0,103,82,21,0,0,0,0,0,0,5Y20,King County Balance,,,,,324.01
484,53033032402,"Census Tract 324.02, King County, Washington",6652,5734,323,206,117,52,52,0,117,32,85,111,0,111,202,161,41,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,23,23,0,0,0,0,5Y20,King County Balance,,,,,324.02
485,53033032500,"Census Tract 325, King County, Washington",5405,5025,254,181,73,8,0,8,36,22,14,33,33,0,37,37,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,325
486,53033032601,"Census Tract 326.01, King County, Washington",2772,2557,155,115,40,9,9,0,15,8,7,0,0,0,0,0,0,0,0,0,22,22,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,326.01
487,53033032603,"Census Tract 326.03, King County, Washington",4075,3315,177,89,88,38,38,0,34,34,0,0,0,0,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,358,316,42,0,0,0,0,0,0,5Y20,King County Balance,,,,,326.03
488,53033032604,"Census Tract 326.04, King County, Washington",5117,4034,303,271,32,0,0,0,22,22,0,22,22,0,234,222,12,25,17,8,116,45,71,0,0,0,28,0,28,333,287,46,0,0,0,0,0,0,5Y20,King County Balance,,,,,326.04
489,53033032605,"Census Tract 326.05, King County, Washington",4123,3864,0,0,0,49,24,25,0,0,0,0,0,0,137,137,0,12,12,0,0,0,0,0,0,0,0,0,0,29,29,0,32,32,0,0,0,0,5Y20,King County Balance,,,,,326.05
490,53033032703,"Census Tract 327.03, King County, Washington",1924,1780,75,75,0,5,5,0,16,16,0,16,0,16,0,0,0,20,0,20,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,327.03
491,53033032704,"Census Tract 327.04, King County, Washington",7096,5889,939,444,495,0,0,0,15,0,15,14,14,0,81,81,0,0,0,0,12,0,12,0,0,0,146,50,96,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,327.04
492,53033032705,"Census Tract 327.05, King County, Washington",3140,2843,243,243,0,29,29,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,327.05
493,53033032706,"Census Tract 327.06, King County, Washington",2906,2843,20,20,0,3,0,3,0,0,0,0,0,0,0,0,0,8,5,3,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5Y20,King County Balance,,,,,327.06
494,53033032800,"Census Tract 328, King County, Washington",2702,2593,59,57,2,6,6,0,36,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,4,5Y20,King County Balance,,,,,328
496,53033000100,"Census Tract 1, King County, Washington",5636,3722,894,312,582,44,44,0,42,42,0,59,11,48,228,174,54,61,27,34,107,32,75,67,0,67,120,44,76,90,78,12,0,0,0,202,33,169,5Y10,Seattle,8.3,8,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",1
497,53033000200,"Census Tract 2, King County, Washington",7235,5573,495,176,319,36,36,0,0,0,0,103,15,88,52,12,40,38,16,22,370,157,213,85,32,53,99,22,77,258,173,85,43,0,43,83,12,71,5Y10,Seattle,8.2,8,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",2
498,53033000300,"Census Tract 3, King County, Washington",2435,1951,91,37,54,0,0,0,7,7,0,0,0,0,86,61,25,0,0,0,214,52,162,0,0,0,33,0,33,42,42,0,0,0,0,11,11,0,5Y10,Seattle,9.5,9,Haller Lake,"Haller Lake, Pinehurst",3
499,53033000401,"Census Tract 4.01, King County, Washington",5532,4021,169,33,136,68,68,0,18,18,0,43,15,28,138,110,28,58,17,41,204,129,75,95,49,46,34,34,0,182,102,80,0,0,0,502,301,201,5Y10,Seattle,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",4.01
500,53033000402,"Census Tract 4.02, King County, Washington",4392,3596,220,74,146,41,41,0,10,10,0,114,17,97,126,13,113,0,0,0,0,0,0,97,0,97,0,0,0,81,17,64,0,0,0,107,55,52,5Y10,Seattle,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",4.02
501,53033000500,"Census Tract 5, King County, Washington",3453,2765,99,37,62,9,9,0,66,66,0,102,50,52,136,77,59,31,16,15,68,34,34,105,47,58,27,27,0,45,15,30,0,0,0,0,0,0,5Y10,Seattle,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",5
502,53033000600,"Census Tract 6, King County, Washington",6907,4611,313,164,149,44,44,0,0,0,0,0,0,0,181,138,43,95,95,0,657,365,292,128,67,61,139,30,109,157,95,62,47,27,20,535,368,167,5Y10,Seattle,9.5,9,Haller Lake,"Haller Lake, Pinehurst",6
503,53033000700,"Census Tract 7, King County, Washington",4479,3212,138,58,80,34,0,34,11,11,0,0,0,0,159,99,60,32,0,32,189,26,163,93,55,38,64,58,6,241,117,124,26,0,26,280,102,178,5Y10,Seattle,8.2,8,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",7
504,53033000800,"Census Tract 8, King County, Washington",2864,2446,75,50,25,11,11,0,14,14,0,24,16,8,19,19,0,18,0,18,115,54,61,37,0,37,105,12,93,0,0,0,0,0,0,0,0,0,5Y10,Seattle,8.3,8,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",8
505,53033000900,"Census Tract 9, King County, Washington",1898,1737,25,25,0,10,10,0,7,7,0,0,0,0,43,30,13,34,29,5,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5Y10,Seattle,8.3,8,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",9
506,53033001000,"Census Tract 10, King County, Washington",1533,1281,0,0,0,77,64,13,0,0,0,0,0,0,36,36,0,0,0,0,62,52,10,16,4,12,9,9,0,52,52,0,0,0,0,0,0,0,5Y10,Seattle,8.3,8,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",10
507,53033001100,"Census Tract 11, King County, Washington",2447,1928,58,39,19,0,0,0,9,9,0,0,0,0,37,37,0,0,0,0,166,84,82,0,0,0,27,27,0,73,62,11,0,0,0,149,129,20,5Y10,Seattle,8.2,8,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",11
508,53033001200,"Census Tract 12, King County, Washington",5565,3776,336,128,208,51,51,0,27,14,13,21,0,21,77,77,0,115,45,70,336,158,178,32,14,18,442,268,174,36,0,36,176,116,60,140,17,123,5Y10,Seattle,8.1,8,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",12
509,53033001300,"Census Tract 13, King County, Washington",4026,2779,388,217,171,17,17,0,23,23,0,0,0,0,57,31,26,40,0,40,322,79,243,0,0,0,130,67,63,115,73,42,0,0,0,155,74,81,5Y10,Seattle,9.2,9,Licton Springs,Licton Springs,13
510,53033001400,"Census Tract 14, King County, Washington",4669,4215,103,65,38,17,0,17,34,34,0,12,12,0,56,41,15,26,0,26,15,15,0,67,17,50,0,0,0,78,63,15,0,0,0,46,46,0,5Y10,Seattle,10.1,10,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",14
511,53033001500,"Census Tract 15, King County, Washington",2315,2101,24,0,24,8,8,0,0,0,0,0,0,0,71,48,23,0,0,0,0,0,0,15,15,0,0,0,0,41,19,22,0,0,0,55,46,9,5Y10,Seattle,10.1,10,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",15
512,53033001600,"Census Tract 16, King County, Washington",4057,3624,120,120,0,11,11,0,23,23,0,22,9,13,90,68,22,35,35,0,0,0,0,7,0,7,64,26,38,40,27,13,0,0,0,21,11,10,5Y10,Seattle,10.1,10,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",16
513,53033001701,"Census Tract 17.01, King County, Washington",3409,2618,124,90,34,51,35,16,0,0,0,21,10,11,63,15,48,0,0,0,14,0,14,24,9,15,110,65,45,226,185,41,12,0,12,146,82,64,5Y10,Seattle,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",17.01
514,53033001702,"Census Tract 17.02, King County, Washington",4529,3569,448,212,236,36,36,0,9,9,0,41,0,41,62,62,0,23,0,23,139,61,78,60,0,60,68,0,68,41,0,41,0,0,0,33,0,33,5Y10,Seattle,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",17.02
515,53033001800,"Census Tract 18, King County, Washington",3894,3516,121,49,72,17,17,0,29,29,0,0,0,0,35,35,0,31,31,0,17,0,17,45,45,0,47,33,14,36,36,0,0,0,0,0,0,0,5Y10,Seattle,9.2,9,Licton Springs,Licton Springs,18
516,53033001900,"Census Tract 19, King County, Washington",3400,2836,175,131,44,39,30,9,48,38,10,21,21,0,46,20,26,51,24,27,12,12,0,20,0,20,18,9,9,22,22,0,8,8,0,104,75,29,5Y10,Seattle,8.1,8,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",19
517,53033002000,"Census Tract 20, King County, Washington",3212,2818,74,56,18,0,0,0,58,58,0,66,15,51,48,25,23,8,0,8,29,22,7,44,12,32,0,0,0,67,51,16,0,0,0,0,0,0,5Y10,Seattle,8.1,8,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",20
518,53033002100,"Census Tract 21, King County, Washington",3320,2722,171,43,128,4,4,0,38,38,0,71,44,27,60,53,7,88,62,26,129,65,64,0,0,0,0,0,0,31,31,0,0,0,0,6,6,0,5Y10,Seattle,7.4,7,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",21
519,53033002200,"Census Tract 22, King County, Washington",5127,4344,140,82,58,36,36,0,68,68,0,49,49,0,101,70,31,0,0,0,279,182,97,0,0,0,0,0,0,100,71,29,0,0,0,10,10,0,5Y10,Seattle,7.4,7,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",22
520,53033002400,"Census Tract 24, King County, Washington",2705,2177,85,85,0,17,3,14,20,20,0,4,0,4,105,86,19,60,60,0,70,55,15,115,94,21,33,33,0,19,14,5,0,0,0,0,0,0,5Y10,Seattle,7.4,7,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",24
521,53033002500,"Census Tract 25, King County, Washington",2760,2350,55,55,0,0,0,0,0,0,0,27,27,0,86,86,0,32,9,23,149,86,63,0,0,0,0,0,0,53,19,34,0,0,0,8,8,0,5Y10,Seattle,7.3,7,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",25
522,53033002600,"Census Tract 26, King County, Washington",4153,3685,155,130,25,0,0,0,31,31,0,0,0,0,78,59,19,70,55,15,66,53,13,0,0,0,17,9,8,38,27,11,0,0,0,13,13,0,5Y10,Seattle,7.3,7,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",26
523,53033002700,"Census Tract 27, King County, Washington",4592,3862,160,145,15,76,61,15,12,12,0,0,0,0,91,91,0,192,125,67,126,76,50,0,0,0,35,20,15,38,38,0,0,0,0,0,0,0,5Y10,Seattle,9.4,9,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",27
524,53033002800,"Census Tract 28, King County, Washington",3757,3303,110,55,55,94,94,0,73,60,13,0,0,0,0,0,0,0,0,0,78,43,35,31,17,14,14,14,0,54,54,0,0,0,0,0,0,0,5Y10,Seattle,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",28
525,53033002900,"Census Tract 29, King County, Washington",3773,3293,243,164,79,20,0,20,55,43,12,42,42,0,69,69,0,20,10,10,21,11,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,5Y10,Seattle,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",29
526,53033003000,"Census Tract 30, King County, Washington",5180,4655,226,171,55,57,33,24,13,13,0,36,22,14,108,92,16,0,0,0,37,0,37,0,0,0,0,0,0,29,29,0,0,0,0,19,19,0,5Y10,Seattle,10.2,10,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",30
527,53033003100,"Census Tract 31, King County, Washington",5691,5416,104,89,15,21,9,12,34,34,0,0,0,0,85,71,14,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5Y10,Seattle,10.3,10,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",31
528,53033003200,"Census Tract 32, King County, Washington",6756,6181,91,25,66,12,12,0,51,51,0,46,31,15,108,36,72,155,155,0,23,0,23,0,0,0,52,0,52,22,22,0,0,0,0,15,0,15,5Y10,Seattle,10.3,10,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",32
529,53033003300,"Census Tract 33, King County, Washington",5642,5031,172,144,28,0,0,0,11,11,0,29,15,14,129,69,60,0,0,0,0,0,0,105,0,105,25,25,0,64,42,22,0,0,0,76,0,76,5Y10,Seattle,10.2,10,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",33
530,53033003400,"Census Tract 34, King County, Washington",3142,2891,49,29,20,9,9,0,54,54,0,55,26,29,27,14,13,0,0,0,20,20,0,0,0,0,0,0,0,37,13,24,0,0,0,0,0,0,5Y10,Seattle,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",34
531,53033003500,"Census Tract 35, King County, Washington",3730,3249,161,59,102,30,30,0,82,82,0,0,0,0,78,78,0,17,17,0,90,33,57,0,0,0,0,0,0,12,12,0,0,0,0,11,11,0,5Y10,Seattle,9.3,9,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",35
532,53033003600,"Census Tract 36, King County, Washington",4972,4419,88,58,30,36,36,0,31,31,0,16,16,0,116,65,51,43,43,0,94,40,54,0,0,0,0,0,0,129,46,83,0,0,0,0,0,0,5Y10,Seattle,9.4,9,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",36
533,53033003800,"Census Tract 38, King County, Washington",1845,1438,12,12,0,9,9,0,14,14,0,0,0,0,145,128,17,0,0,0,72,72,0,0,0,0,0,0,0,155,112,43,0,0,0,0,0,0,5Y10,Seattle,7.3,7,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",38
534,53033003900,"Census Tract 39, King County, Washington",2599,2166,131,104,27,30,30,0,77,77,0,10,5,5,39,39,0,33,0,33,64,34,30,0,0,0,20,20,0,0,0,0,13,13,0,16,16,0,5Y10,Seattle,7.4,7,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",39
535,53033004000,"Census Tract 40, King County, Washington",2740,2324,97,97,0,19,19,0,25,25,0,10,10,0,6,6,0,22,22,0,152,91,61,0,0,0,40,23,17,22,22,0,0,0,0,23,0,23,5Y10,Seattle,7.5,7,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",40
